ID,HL
5189,18.01149224
5195,82.05542848
5203,69.67941728
5257,15.51994538
5258,10.17738761
5285,8.408445581
5287,30.72724714
5297,14.07172587
5312,3.266019468
5317,32.98528821
5325,58.7280563
5353,57.40851635
5387,18.9159882
5412,22.51578997
5422,10.25035894
5445,20.6246113
5478,5.301217172
5501,31.87358156
5519,24.98891293
5526,18.05353162
5536,12.37532734
5545,50.37562844
5566,60.43482362
5584,26.96838687
5598,5.775748695
5599,35.83275744
5613,69.32130596
5622,42.95940938
5624,44.78312498
5641,5.20214424
5646,5.742085879
5657,91.36437792
5668,28.94296563
5715,42.93924456
5716,52.80386186
5724,9.826427445
5731,21.22489191
5760,5.375126832
5779,100.4174749
5787,3.907725015
5800,108.8643728
5804,23.77452802
5820,98.50526758
5836,13.87423673
5850,11.07495152
5893,15.29907538
5895,17.98490035
5902,14.63908415
5916,75.53057336
5941,22.67271227
5955,30.3486892
5966,82.67243679
5968,16.77418674
5971,96.92791139
5972,61.32245418
6020,12.6603544
6022,40.95120947
6023,4.069949461
6058,22.61901123
6076,157.8000076
6077,58.2861305
6093,23.7775681
6120,89.51408829
6123,85.50933073
6125,49.21111699
6146,11.22870827
6154,5.646636937
6163,58.14069959
6164,10.20491304
6173,38.30758906
6181,53.52788449
6182,43.49643429
6205,7.871757012
6206,18.46289574
6225,18.89757263
6226,11.65697418
6234,59.63066847
6241,13.73645912
6261,225.0333919
6263,148.2285081
6266,10.40774895
6280,31.73278048
6318,50.90338476
6331,95.18592458
6334,27.32429206
6366,90.80655426
6371,13.92325672
6377,26.67056371
6380,7.09070649
6383,40.67835543
6391,30.07323178
6419,96.04489433
6434,25.98345217
6459,16.51002647
6466,18.55866445
6472,6.19442985
6504,39.31157859
6511,19.64092132
6524,36.20710388
6579,98.22460989
6585,14.83889001
6593,11.94494989
6594,58.79650874
6595,13.99703181
6606,4.179994726
6631,18.2231442
6635,61.34419187
6659,29.786555
6688,138.6280619
6700,6.45068768
6727,9.606834555
6734,51.24963969
6760,217.2963661
6764,27.23275567
6774,159.1070282
6777,25.61373292
6781,2.990803229
6792,43.50517903
6798,118.3515697
6800,36.62372699
6802,214.2322172
6811,125.7733918
6813,60.473348
6821,21.17437293
6836,11.12842473
6857,73.14834483
6869,6.199033458
6871,150.2137272
6873,10.68932147
6891,6.222257446
6894,17.58416125
6898,8.992742377
6925,25.62635952
6935,52.32431644
6936,41.53858194
6939,67.19439186
6941,5.582811319
6945,124.9088263
6950,33.92569419
6958,45.92537928
6962,221.8811786
6964,60.92770575
6971,13.65554408
7057,73.45202726
7064,4.176526029
7073,3.924195853
7080,12.22931158
7105,21.63162233
7106,158.9920651
7126,85.11836274
7136,8.06224103
7158,14.97227395
7197,22.65762938
7208,3.419590339
7239,7.350302266
7240,29.16321532
7249,10.46249103
7270,55.79297818
7274,28.49886179
7294,112.2949073
7333,23.9226136
7340,11.80197578
7353,19.45562585
7368,30.56635816
7382,19.1292688
7383,2.585219173
7386,6.451169154
7401,16.88787586
7414,29.20004389
7445,19.04727871
7458,29.39282126
7459,67.32373147
7481,24.21081932
7484,9.649765668
7513,19.38478281
7518,3.095069641
7536,23.15663261
7547,58.55831033
7557,54.74393855
7562,82.14287283
7570,62.5166693
7603,23.78912908
7604,40.65961412
7632,26.42309559
7637,7.041931813
7650,32.39826619
7662,94.61796274
7665,106.3605201
7671,147.0131335
7677,217.6559864
7680,4.671821263
7682,169.9313666
7683,6.34757418
7684,126.1489521
7720,9.415344433
7725,10.45995521
7755,21.48128517
7759,4.94827944
7780,5.587310762
7785,66.23295231
7786,105.4154339
7790,83.78242265
7797,2.502067275
7809,184.5475098
7819,46.04644014
7822,28.03289867
7838,5.276413546
7857,13.30353777
7859,25.7548902
7871,17.76669556
7876,3.580762446
7893,53.33666338
7905,90.84426628
7919,6.847215394
7936,106.1382196
7956,55.2316688
7973,11.82989953
8008,33.50655001
8034,9.542024022
8041,16.78106447
8053,54.53711299
8061,22.62340139
8065,34.44245234
8078,11.92752123
8101,155.4905624
8103,28.50445884
8119,241.7213139
8136,15.24895751
8142,20.17070588
8167,12.99831934
8191,76.00852416
8195,190.8022045
8196,226.1535476
8215,17.20176524
8223,28.30328727
8229,9.706449358
8249,17.85731157
8255,40.4362753
8261,10.83073016
8263,40.80435485
8264,42.67514177
8272,95.44524312
8280,20.79041749
8300,33.01826159
8308,9.386674266
8311,59.91166394
8315,118.0681333
8340,26.70800376
8343,13.49935512
8357,10.83321886
8382,72.11361563
8388,32.44601755
8391,16.71740754
8400,14.57898766
8420,164.4146322
8448,72.49345128
8457,8.836897401
8462,15.64418904
8476,66.79145208
8487,31.0836347
8504,155.6064033
8507,158.4843951
8529,19.83165767
8532,30.88365532
8535,80.1578381
8546,24.95376404
8581,51.68532949
8602,46.40194428
8624,195.9885542
8644,144.7450144
8648,61.377014
8656,47.66785403
8673,8.632522527
8680,24.55118394
8697,29.16915528
8698,22.18188356
8699,136.3399859
8747,7.405946998
8755,2.811008218
8761,49.05027942
8776,15.09172702
8783,66.16162301
8793,39.9537668
8813,4.018309643
8822,66.94665196
8833,21.03360521
8834,31.00607126
8836,23.92861223
8866,6.915179441
8870,5.581975284
8874,11.38521841
8880,6.975015945
8885,145.4551203
8892,8.716422064
8893,24.23400384
8899,20.38279689
8901,26.61629428
8904,124.9248843
8906,13.46240501
8921,181.4712791
8930,16.70691034
8950,8.296075464
8961,12.2851121
8971,23.20520591
8979,55.14952104
8984,15.67506374
9014,134.0392273
9033,10.88523643
9034,152.7058113
9038,62.81121996
9046,35.17341793
9077,28.32672912
9080,8.87816548
9121,38.15229453
9152,108.4491923
9174,3.599973868
9214,50.44624526
9224,14.28596157
9225,20.77703854
9229,77.03960886
9240,114.7413055
9246,110.7706188
9258,50.37632407
9266,8.082275684
9267,28.89544079
9305,166.238869
9311,34.29802204
9331,107.2560362
9346,80.58848824
9353,43.41063122
9359,139.6864718
9391,11.9168484
9393,210.547769
9408,12.61279304
9428,13.35436914
9435,197.4680649
9463,7.742147503
9487,25.02109493
9489,13.10050513
9500,57.25823158
9504,16.0612785
9528,23.75241467
9540,57.97973745
9544,60.70755109
9560,10.03311095
9584,5.687142181
9591,78.3534983
9596,25.5061802
9599,22.43568129
9627,3.761159234
9628,59.81804326
9667,6.925789606
9689,243.9639499
9696,4.452276795
9725,7.047387854
9728,16.51402468
9739,59.73945681
9741,34.66470416
9746,42.22198677
9756,28.59400012
9758,133.8917396
9769,30.717034
9784,64.32711252
9785,23.22559274
9786,9.397031761
9814,94.0931203
9845,31.9443773
9857,21.20909527
9858,44.35251652
9898,142.4471731
9901,60.44727981
9906,72.60743957
9921,23.68795372
9925,54.65192525
9930,22.98008807
9936,9.236305151
9937,99.64059688
9973,151.6234024
9975,68.95509022
9984,203.8486035
9997,30.08926171
10009,12.74718165
10015,15.59199099
10022,5.475659876
10025,6.852972248
10034,29.86698661
10042,91.03937464
10052,75.81604512
10058,126.4083143
10061,57.72383074
10070,143.7929693
10084,23.66694358
10102,100.0201321
10103,83.93732883
10148,8.865833163
10157,11.38862132
10178,35.63285836
10181,10.5800223
10187,8.839720635
10204,33.12419406
10207,135.280846
10218,56.45144353
10219,5.946762488
10225,38.15690319
10227,8.26071691
10228,13.05890741
10229,42.69412636
10243,9.797549772
10244,178.6090892
10262,3.074938803
10263,48.62576646
10266,2.88387243
10270,52.62303373
10284,63.99628246
10287,27.27214405
10306,96.52969753
10314,54.57232558
10322,9.402444659
10326,10.52229264
10342,13.39832481
10347,13.59944994
10353,23.90139012
10366,202.5628204
10395,252.3619168
10400,2.981437272
10402,137.7995952
10413,54.46148019
10414,3.658629667
10427,23.42868927
10440,60.61212271
10441,47.10684659
10445,99.84309876
10449,33.65740502
10454,75.47444133
10463,16.69811619
10469,23.41923256
10483,63.15069343
10503,21.84730201
10512,30.60150647
10513,222.5460876
10530,39.1765186
10535,5.657607336
10556,14.84785426
10571,21.8930986
10587,3.957858958
10605,11.04007254
10607,66.54060567
10622,83.95173071
10634,30.63851858
10640,31.26504761
10656,102.689955
10680,52.02746489
10701,18.26403096
10705,39.59393899
10708,8.617043647
10740,5.335054963
10752,17.09418193
10774,121.8990765
10780,8.814554293
10788,45.57321371
10821,5.960351532
10822,53.32705391
10839,33.54398541
10913,178.4777197
10933,43.70320978
10942,24.99002927
10943,86.47886794
10951,249.2869348
10956,11.31000147
10961,108.1514295
10962,58.43923258
10987,43.15173065
11009,61.20696162
11010,147.6077323
11017,3.741804544
11047,21.01628818
11083,4.239655132
11102,26.81217546
11116,229.3517385
11129,76.5978521
11135,4.691212407
11148,161.6852859
11168,11.25781682
11176,12.56846504
11187,9.295485535
11188,48.1989055
11210,59.43522449
11215,160.3022799
11223,57.91395348
11237,4.209174561
11250,40.49359657
11256,182.0851337
11285,55.38228877
11289,58.71619435
11294,7.584550586
11320,62.28720173
11330,87.50801675
11331,14.82759044
11337,68.31463384
11369,229.8029488
11371,172.5452457
11375,3.517491891
11381,4.021127373
11382,2.947743466
11421,66.69067787
11439,12.76041479
11470,49.10732309
11475,142.9869672
11481,46.84379236
11484,97.37281884
11498,117.8998417
11501,15.04915574
11502,193.1473924
11512,2.594630065
11528,128.3301987
11533,9.943479106
11550,48.22886008
11556,68.27044982
11569,32.23063317
11596,7.471962075
11597,9.263451813
11599,9.322300956
11619,50.4060841
11621,20.92795326
11643,72.35734512
11665,31.09718438
11673,149.3930269
11687,192.6257846
11723,77.75056569
11736,33.63630258
11751,43.36132519
11759,18.65112441
11773,36.20883497
11774,25.02697833
11802,31.71439309
11825,8.442937665
11829,60.01300319
11843,47.72035539
11859,164.4147962
11887,214.9825702
11894,138.508532
11897,74.76326543
11899,41.77040579
11916,2.660240087
11921,45.52711334
11923,42.32318155
11927,11.47038126
11932,66.2648888
11944,14.65509114
11976,28.61453464
11987,13.1944863
12007,14.1388025
12020,3.061728577
12021,32.44767462
12035,16.27314069
12044,39.47583785
12049,61.44283155
12056,13.07604667
12066,39.13867823
12067,116.1393654
12081,38.2642169
12097,53.57767013
12106,104.3163736
12117,13.91234645
12132,218.5425436
12141,29.33294948
12199,59.69709424
12201,3.559499909
12207,106.6315559
12236,88.05664308
12237,48.54533764
12261,74.4879523
12268,7.445922896
12269,62.28865883
12274,60.56118019
12282,57.28549367
12295,29.57899654
12296,29.42474859
12324,43.96553705
12333,124.3939203
12342,17.84244966
12351,6.127594899
12356,11.43801883
12367,87.34888706
12383,56.32777542
12388,94.61813092
12391,54.17057787
12405,80.37768118
12450,140.5706245
12451,17.25533606
12452,2.930440185
12477,217.5797799
12482,123.00082
12492,23.07523307
12495,26.11173251
12496,17.50282405
12500,3.084337799
12503,56.93055904
12535,4.117028647
12541,30.80872207
12548,96.81171017
12557,8.8973802
12570,17.01753997
12586,62.41910983
12599,119.023101
12666,37.58761083
12667,20.13801863
12671,7.111384143
12688,2.669041317
12689,8.261328222
12695,205.5017597
12714,9.715462409
12723,23.18127922
12729,66.95967312
12736,57.40057823
12741,144.3637601
12748,23.61265581
12753,235.8685843
12765,13.9589029
12770,121.9365834
12772,8.981234587
12774,44.75152267
12783,13.50054845
12800,3.400591451
12825,71.26002986
12829,67.76215025
12843,117.4696616
12860,47.10985981
12862,123.4475812
12872,21.51252095
12902,39.30152789
12910,14.83337949
12918,15.71791504
12928,49.70916839
12932,4.335911434
12940,3.585503663
12941,4.104556707
12955,16.30973106
12959,17.58005155
12969,197.0810102
12971,11.77064554
12990,24.63705759
13007,150.9545496
13018,15.86119282
13021,65.3236504
13038,5.931570376
13042,24.69894818
13064,16.06046226
13073,10.36074355
13076,3.551250755
13078,12.78158302
13083,157.3097085
13108,195.9986293
13111,4.006195009
13115,36.05006675
13116,74.34886253
13134,235.3719548
13135,195.6154217
13141,27.67912043
13156,49.37420681
13162,86.5878633
13165,63.63477431
13182,181.1929434
13187,127.1835329
13188,3.988802017
13210,6.517512443
13241,136.5056386
13262,33.70956517
13264,46.11663702
13275,85.69982521
13280,49.49885452
13285,228.8693154
13295,98.73847576
13328,16.42963285
13385,3.136108081
13389,106.1085462
13391,104.5600046
13392,11.24025163
13424,50.46061409
13439,37.17634719
13441,245.6376647
13452,56.58820063
13473,30.12062391
13482,149.119823
13495,16.5216353
13496,213.1859298
13516,39.98686386
13525,17.50506445
13527,196.660981
13553,3.574918478
13574,17.62307926
13581,4.403980454
13589,51.38664523
13594,151.8217676
13599,51.6457341
13604,118.6771894
13630,60.40136015
13635,50.95591208
13636,27.37926976
13639,171.0016555
13651,8.207053428
13652,19.27047208
13653,9.438218017
13669,5.786505217
13671,16.05498754
13673,41.84463885
13683,36.52275921
13699,43.93031399
13721,4.68740285
13728,3.969258467
13734,68.16088072
13748,16.38373021
13766,59.36021551
13767,43.62030755
13774,61.83687154
13777,33.30167762
13790,6.633764895
13797,31.59838677
13805,5.331344346
13814,22.6788714
13819,18.27374771
13839,50.48439542
13851,6.989672512
13857,20.62883343
13858,7.005897461
13869,128.6477484
13870,15.41512715
13874,19.96921108
13887,13.12868335
13902,187.775672
13903,70.44330578
13920,69.01777271
13928,41.08452819
13988,16.07229236
13989,117.747601
13995,50.73413076
14012,14.29480962
14013,3.916541772
14040,16.80925936
14049,4.627861417
14051,68.43648059
14057,184.4513508
14061,34.51004995
14087,11.99169415
14103,14.4809339
14125,19.56488045
14130,63.39590569
14132,7.25737275
14134,23.6194652
14165,14.89765935
14185,8.228703951
14191,229.623299
14211,6.041193674
14288,33.13565978
14331,193.5040738
14359,269.468352
14380,12.61961857
14399,8.553215379
14495,53.19926774
14498,26.71998849
14502,69.72233688
14507,25.25492983
14527,18.99584578
14577,18.04912506
14668,12.85962698
14679,55.74800918
14753,19.57196414
14777,49.146291
14795,40.96585342
14844,5.862400406
14873,130.5503085
14880,161.5050921
14885,162.4814787
14958,13.9643909
14964,49.45299308
15050,116.0800139
15051,64.45650482
15056,60.6289232
15083,5.23582448
15097,19.87892961
15134,44.84424222
15172,117.5244161
15200,13.01517123
15232,12.20119625
15236,44.42804734
15303,37.98434163
15313,184.7136606
15318,23.13851326
15326,21.54191225
15385,5.453853419
15387,81.54217581
15478,28.50198559
15487,35.54108066
15503,35.02483535
15510,28.33250469
15525,3.454787933
15556,173.8103225
15576,16.18853428
15589,38.1450067
15595,12.85679093
15620,10.82159091
15628,6.707960231
15709,12.80766731
15710,39.83945778
15714,93.26128518
15727,100.8075036
15739,2.892699134
15784,24.19688013
15790,96.40800108
15841,53.02408837
15844,51.12436242
15851,44.43038524
15864,13.68288556
15889,9.698763662
15910,91.56411558
15936,10.57980665
15962,41.16563504
15965,198.1751437
15989,13.46171934
15997,39.19503074
16021,77.22567178
16029,76.95577297
16032,12.85237067
16051,156.0872779
16080,178.3409042
16087,79.32885033
16114,130.7903309
16141,119.1212631
16145,2.683755007
16154,10.86133483
16192,149.7915237
16228,39.57433205
16292,93.46354948
16306,22.85972274
16313,81.35002857
16349,56.71252963
16384,6.83419219
16402,41.18029857
16513,38.15777425
16523,17.66847715
16530,128.1683899
16532,86.85653422
16543,21.92674785
16579,20.06621834
16584,23.74787122
16592,9.148685129
16639,111.9356164
16661,179.964737
16667,92.57869207
16729,18.50816661
16745,52.88556578
16754,29.65813123
16787,25.80166883
16815,43.33170891
16831,3.402731681
16855,6.272518786
16858,13.18414699
16869,54.35565573
16903,44.33957102
16930,129.4467085
16961,20.97451715
16965,5.67936159
16985,37.32117474
16986,20.34719417
16994,62.59671964
17009,151.0682986
17010,69.42841479
17016,2.819215946
17033,3.951174576
17043,18.60703831
17052,55.4244327
17069,30.0352413
17090,99.30151932
17124,73.73983174
17131,8.025394671
17194,16.05055537
17236,17.35631626
17273,229.1929904
17296,135.2918535
17381,14.81639651
17399,9.401278427
17433,6.657778066
17452,139.678021
17466,14.04147916
17535,160.1909277
17536,214.786274
17550,74.19829163
17571,21.76612595
17581,20.18032243
17603,196.8612523
17650,14.36796939
17736,4.838690642
17737,47.44223184
17739,15.15561829
17743,61.39831474
17770,17.7469507
17789,73.73853525
17818,45.15604417
17844,58.19547667
17884,68.52533405
17965,17.23812717
18010,47.4495601
18054,5.279181054
18055,62.09948647
18060,49.59418657
18066,46.85260906
18105,34.41426132
18107,3.62280867
18159,106.8927355
18218,21.14858323
18229,8.967456724
18244,3.070087182
18250,133.4998021
18262,33.17901262
18264,8.68690575
18269,11.90478575
18283,40.1615444
18314,38.23371318
18316,217.4622934
18333,27.30672062
18337,31.0154452
18347,55.10779894
18348,19.1243064
18367,150.8300858
18387,236.6992002
18404,24.62399693
18426,29.20074083
18449,21.06806057
18457,10.53022255
18503,2.622905802
18546,10.496603
18566,34.20104757
18600,36.09998231
18656,56.20890677
18657,15.34123364
18677,87.05805934
18700,11.80155017
18722,14.42159675
18732,10.22182482
18740,28.40647243
18784,230.3338948
18797,88.69257801
18801,17.06138723
19043,47.0321515
19047,24.72702374
19064,45.33851669
19104,10.51021561
19119,29.49884198
19164,64.21215006
19252,135.6645566
19285,20.92014606
19365,70.75095219
19367,149.5726813
19393,2.921592164
19414,14.86045954
19435,24.94735729
19450,137.3158271
19451,80.38220854
19488,29.70178237
19497,59.09317848
19522,13.63982644
19528,40.16017842
19542,189.845148
19579,32.00908006
19581,139.6686146
19671,22.34948181
19723,17.59572555
19766,27.29626315
19768,6.19516939
19806,25.19844027
19819,150.4010477
19822,35.52468874
19836,22.90029085
19869,11.89763388
19889,84.19687577
19924,43.54617189
19957,5.619503041
19959,6.431840819
19988,179.5424447
20020,39.54157194
20024,50.00313366
20201,6.227245999
20238,12.57065903
20240,90.61078421
20241,63.22120749
20283,10.13678859
20286,39.87380781
20334,140.556149
20350,93.66151959
20363,41.21041781
20385,12.13003897
20402,65.57581024
20438,31.90329027
20454,35.98248456
20475,90.55666228
20598,31.78934901
20662,5.379255303
20694,23.3224417
20701,11.60402532
20736,27.00245778
20739,34.72909633
20744,53.25044457
20775,171.0429369
20827,43.35089898
20855,244.4010364
20865,257.8511318
20883,108.0271294
20890,8.777225644
20893,19.09984311
20913,46.74844001
20924,16.68352011
20933,8.270862541
20941,44.60313152
21010,34.19273917
21087,39.67879287
21173,13.62773251
21180,28.44789699
21218,42.1208529
21239,56.24412272
21294,11.87511191
21297,13.14423656
21309,34.78098239
21316,13.58151916
21351,100.9439646
21353,30.22787206
21363,2.900996733
21389,192.4244245
21407,38.69382206
21408,209.3161723
21448,5.133734967
21468,48.25470265
21494,66.19163356
21519,15.72413387
21573,28.8042989
21577,10.70556888
21587,4.513002494
21615,23.55873797
21638,104.0073935
21640,185.8036368
21699,8.699463804
21706,13.51214832
21708,9.71813826
21744,99.86342032
21785,20.84126797
21792,6.579371018
21823,6.529858972
21956,10.84473088
21987,6.19102323
21995,61.89945746
22021,61.01394602
22059,15.39761591
22071,10.27648437
22072,88.8159693
22075,84.95158815
22083,36.97737696
22163,9.796070822
22215,37.1423605
22254,70.30011124
22260,41.7156558
22268,49.11334925
22319,166.3318852
22346,16.36392508
22365,48.58214587
22389,18.11546364
22421,9.478343296
22455,38.27909639
22533,23.08084894
22562,106.5259256
22575,27.60533266
22608,27.8903135
22613,21.56219242
22614,57.0603733
22643,69.18293536
22649,113.8951237
22672,4.226723953
22690,172.1587247
22741,11.84614825
22742,55.57304839
22793,53.45857768
22800,8.63400704
22829,42.41844378
22842,3.679318089
22861,60.49863361
22897,39.79080666
22907,194.811649
22940,45.83815712
22992,8.469033633
23006,6.009396242
23016,5.244780858
23023,93.61337542
23043,15.76765994
23053,10.06954585
23167,6.420913501
23186,22.90232751
23224,19.05261823
23265,3.187306264
23291,45.95945394
23349,43.52716504
23386,15.48721239
23397,75.10302521
23414,31.6804204
23422,26.9550443
23425,155.3896636
23449,127.1933054
23459,8.970006662
23515,6.771169007
23527,84.84850452
23545,163.7307902
23578,155.6398462
23609,185.5137957
23617,39.18036345
23628,13.96326025
23682,6.330556079
23707,13.88218894
23737,55.94423958
23745,42.07265799
23773,7.686448675
23809,30.09118965
23811,38.91159609
23823,11.95704782
23825,131.0790441
23862,159.3490911
